Product Name,Ingredients,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g),Calories,Calcium (mg),Sodium (mg),Healthy (1/0),Reason
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",5,60,12,3,2,368,20,1090,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",12,54,5,9,1,316,41,121,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",12,59,4,6,8,357,36,129,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",12,58,7,6,12,358,39,125,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",14,52,8,8,4,353,60,110,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",14,48,6,9,1,340,37,104,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",12,58,3,7,3,333,31,120,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",14,53,8,11,0,386,52,108,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",14,55,5,10,0,334,36,113,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",15,52,5,11,3,323,28,99,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",11,59,5,8,13,378,18,135,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",0,16,8,1,0,153,10,170,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",3,15,10,2,2,144,15,209,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",2,16,10,1,2,160,12,179,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",2,18,10,3,2,160,15,200,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",1,21,3,2,2,133,9,180,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",3,22,3,1,4,137,10,191,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",1,19,9,2,1,157,8,221,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",4,19,9,1,3,155,9,200,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",3,16,10,2,1,152,7,160,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",1,17,9,1,0,137,3,105,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",1,20,6,5,3,162,14,120,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",2,25,10,2,16,231,9,181,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",3,21,8,1,10,162,7,109,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",5,19,9,3,6,181,20,125,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",1,30,12,2,17,281,12,200,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",1,26,13,0,12,276,10,151,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",5,20,7,5,6,199,24,130,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",1,27,11,1,15,250,14,192,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",3,16,7,5,2,141,7,110,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",1,23,10,4,12,227,18,149,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",6,16,10,2,1,189,21,129,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",9,14,8,1,3,196,25,141,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",9,17,7,1,3,201,31,141,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",8,16,5,2,1,180,35,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,16,6,0,0,179,35,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",8,18,9,4,1,201,24,1,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",9,16,7,1,0,182,35,1,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",7,15,6,3,0,180,40,1,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",8,17,8,2,0,185,40,1,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,15,8,3,2,194,26,131,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",2,11,28,2,25,220,40,70,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,12,34,1,27,230,46,62,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",0,9,35,0,30,241,35,90,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",3,14,12,3,6,210,52,6,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",3,16,13,6,6,220,54,5,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",4,13,29,0,24,241,42,48,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",4,15,35,1,24,250,35,45,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",4,13,26,1,21,230,40,61,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",4,14,20,1,17,189,55,10,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,3,12,7,5,0,170,61,1,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,6,15,7,4,0,160,73,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,7,16,7,3,1,173,79,0,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",5,13,27,4,16,199,60,0,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",6,13,7,4,1,168,79,149,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",6,11,14,2,8,190,67,6,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,8,18,6,3,0,180,84,1,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",2,2,2,1,0,31,301,182,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",6,13,5,3,2,160,77,1,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,6,14,5,3,1,161,76,0,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",6,15,7,3,1,171,80,179,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",4,0,22,0,0,190,23,889,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",2,0,17,2,7,120,21,479,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",7,13,54,3,0,320,9,1601,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",9,1,21,3,0,181,30,651,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",1,0,18,1,4,112,16,1149,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",9,2,29,8,1,249,35,377,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",4,6,20,2,0,161,25,820,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",10,9,28,4,0,201,29,890,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",1,1,4,0,1,100,40,478,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",3,1,21,1,3,150,36,300,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",6,59,13,0,2,367,19,1097,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",6,57,9,5,3,345,24,1000,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",3,61,11,2,2,373,14,1051,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",6,55,11,6,1,340,29,950,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",4,57,11,2,1,362,15,1079,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",8,60,12,3,3,373,13,1121,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",5,64,12,3,5,394,36,1151,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",4,60,14,1,4,372,21,1100,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",6,60,12,1,2,369,20,1100,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",5,56,13,4,3,370,19,1090,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",15,55,4,6,0,316,40,120,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",10,60,4,5,9,357,35,132,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",10,60,5,8,13,359,38,124,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",12,51,9,9,1,355,59,111,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",16,51,3,10,0,339,34,104,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",15,56,5,5,4,333,30,120,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",14,55,9,11,1,385,51,111,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",12,55,5,10,1,331,35,114,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",12,50,5,10,2,322,29,100,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",13,60,7,7,13,376,20,134,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",1,14,11,0,0,154,7,171,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",1,12,9,0,0,145,16,210,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",2,17,11,3,2,160,13,181,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",3,17,8,1,2,160,16,199,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",2,22,4,1,3,133,7,180,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",2,22,3,1,2,137,10,191,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",2,17,11,1,1,158,8,221,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",3,18,9,3,1,153,9,198,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",2,15,9,1,0,153,8,158,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",4,15,10,2,0,136,6,105,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",5,20,5,4,5,159,17,119,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",1,23,8,1,16,229,8,181,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",3,22,7,3,7,161,8,110,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",3,17,7,3,6,181,16,125,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",2,30,14,1,17,283,12,200,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",3,26,14,2,11,276,9,151,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",3,21,6,3,4,201,27,130,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",3,29,11,0,14,250,16,188,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",4,16,6,3,0,141,8,109,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",2,23,11,1,10,226,18,150,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,16,7,2,3,190,20,130,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",8,17,8,2,3,194,26,140,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,16,9,2,4,200,29,140,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",8,17,6,1,0,179,35,1,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,14,4,2,0,180,35,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",9,18,7,3,1,199,24,0,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",8,17,6,3,2,179,34,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",8,15,7,2,1,180,41,0,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",7,17,7,1,0,186,39,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,17,8,2,4,196,25,130,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",4,12,27,0,27,217,41,70,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",5,13,32,0,27,230,44,61,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",3,10,35,0,31,240,35,89,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",2,13,12,3,7,210,49,5,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",4,18,14,8,7,219,56,5,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",3,13,27,0,25,241,41,49,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",4,11,34,2,23,250,33,46,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",4,15,25,1,22,230,39,59,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",3,15,19,5,17,190,55,10,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,3,12,9,5,0,170,60,1,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,5,12,4,2,2,160,76,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,6,15,6,3,5,171,79,3,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",5,15,26,4,16,200,59,0,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",5,15,7,4,0,170,82,150,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",5,13,15,5,10,189,66,5,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,8,18,6,2,0,181,86,0,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",2,2,0,0,1,29,301,180,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",6,14,5,2,1,160,77,0,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,7,14,6,3,2,159,74,0,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",6,14,6,5,2,171,81,181,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",2,1,23,0,0,189,25,890,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",3,3,16,1,7,119,20,480,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",8,13,54,3,1,321,9,1599,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",8,3,20,3,2,180,29,651,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",2,0,17,1,4,110,17,1150,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",9,2,30,10,1,251,36,380,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",2,7,19,2,0,160,25,820,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",10,8,29,1,2,200,29,889,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",2,1,6,2,0,99,41,480,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",5,2,19,4,2,150,35,301,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",6,60,13,1,2,371,20,1100,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",6,57,10,5,3,345,27,1001,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",4,63,12,1,3,372,14,1048,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",9,55,9,5,3,342,29,949,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",3,58,10,4,3,361,17,1080,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",6,59,12,2,4,372,17,1120,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",6,62,14,4,4,392,36,1150,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",4,59,13,2,1,369,20,1100,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",4,60,13,2,2,367,20,1100,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",4,59,12,0,1,370,23,1091,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",15,55,3,8,0,315,40,119,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",9,60,4,5,7,357,35,129,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",10,58,5,7,16,357,41,123,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",14,49,9,9,2,356,60,109,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",15,48,4,10,2,339,34,104,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",12,54,3,7,5,334,29,120,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",13,54,11,8,2,385,50,110,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",12,56,4,9,2,334,35,116,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",16,52,4,11,1,322,29,100,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",11,62,6,7,14,378,21,135,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",2,14,9,2,0,151,9,171,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",2,16,8,1,1,144,16,210,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",3,16,12,1,1,161,13,180,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",4,16,11,1,3,163,13,200,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",2,21,4,2,2,134,7,179,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",2,21,4,2,2,136,9,192,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",2,15,10,1,0,159,10,220,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",3,17,9,0,1,154,10,200,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",0,16,9,1,1,151,9,160,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",3,15,9,1,0,138,5,104,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",5,19,5,4,3,160,15,120,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",1,27,8,0,15,229,9,181,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",2,23,7,1,6,160,8,110,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",6,19,10,3,6,180,19,126,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",1,30,11,1,18,283,11,201,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",2,27,14,2,12,275,11,150,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",3,20,8,4,6,200,24,129,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",3,29,12,2,16,250,16,190,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",3,13,5,3,1,140,8,110,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",3,23,11,3,12,224,17,150,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,14,8,2,4,189,19,128,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",7,16,9,2,3,196,25,139,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,17,10,1,4,197,30,141,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",8,16,6,4,1,180,36,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,16,6,2,0,180,34,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",9,17,6,2,1,201,25,0,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",8,16,7,2,0,181,34,1,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",9,15,7,2,0,181,40,0,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",8,18,9,1,0,185,41,1,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",6,16,9,2,3,194,24,127,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",2,15,25,2,26,219,40,69,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",3,12,32,0,27,230,43,60,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",2,10,39,0,30,242,35,91,0,"High sugar and fat, moderate calories"
